State,County,Area (sqmi)
Texas,Culberson County,3813.0
Texas,Dallam County,1505.0
Texas,Dallas County,880.0
Texas,Dawson County,902.0
Texas,Deaf Smith County,1497.0
Texas,Delta County,277.0
Texas,Denton County,888.0
Texas,DeWitt County,909.0
Texas,Dickens County,904.0
Texas,Dimmit County,1331.0
Texas,Donley County,930.0
Texas,Duval County,1793.0
Texas,Eastland County,926.0
Texas,Ector County,901.0
Texas,Edwards County,2120.0
Texas,Ellis County,940.0
Texas,El Paso County,1013.0
Texas,Erath County,1086.0
Texas,Falls County,769.0
Texas,Fannin County,892.0
Texas,Fayette County,950.0
Texas,Fisher County,901.0
Texas,Floyd County,992.0
Texas,Foard County,707.0
Texas,Fort Bend County,875.0
Texas,Franklin County,286.0
Texas,Freestone County,885.0
Texas,Frio County,1133.0
Texas,Gaines County,1502.0
Texas,Galveston County,399.0
Texas,Garza County,896.0
Texas,Gillespie County,1061.0
Texas,Glasscock County,901.0
Texas,Goliad County,854.0
Texas,Gonzales County,1068.0
Texas,Gray County,928.0
Texas,Grayson County,934.0
Texas,Gregg County,274.0
Texas,Grimes County,794.0
Texas,Guadalupe County,711.0
Texas,Hale County,1005.0
Texas,Hall County,903.0
Texas,Hamilton County,836.0
Texas,Hansford County,920.0
Texas,Hardeman County,695.0
Texas,Hardin County,894.0
Texas,Harris County,1729.0
Texas,Harrison County,899.0
Texas,Hartley County,1462.0
Texas,Haskell County,903.0
Texas,Hays County,678.0
Texas,Hemphill County,910.0
Texas,Henderson County,874.0
Texas,Hidalgo County,1569.0
Texas,Hill County,962.0
Texas,Hockley County,908.0
Texas,Hood County,422.0
Texas,Hopkins County,785.0
Texas,Houston County,1231.0
Texas,Howard County,903.0
Texas,Hudspeth County,4571.0
Texas,Hunt County,841.0
Texas,Hutchinson County,887.0
Texas,Irion County,1052.0
Texas,Jack County,917.0
Texas,Jackson County,830.0
Texas,Jasper County,938.0
Texas,Jeff Davis County,2265.0
Texas,Jefferson County,904.0
Texas,Jim Hogg County,1136.0
Texas,Jim Wells County,865.0
Texas,Johnson County,729.0
Texas,Jones County,931.0
Texas,Karnes County,750.0
Texas,Kaufman County,786.0
Texas,Kendall County,662.0
Texas,Kenedy County,1457.0
Texas,Kent County,902.0
Texas,Kerr County,1106.0
Texas,Kimble County,1251.0
Texas,King County,912.0
Texas,Kinney County,1364.0
Texas,Kleberg County,871.0
Texas,Knox County,854.0
Texas,Lamar County,917.0
Texas,Lamb County,1016.0
Texas,Lampasas County,712.0
Texas,La Salle County,1489.0
Texas,Lavaca County,970.0
Texas,Lee County,629.0
Texas,Leon County,1072.0
Texas,Liberty County,1160.0
Texas,Limestone County,909.0
Texas,Lipscomb County,932.0
Texas,Live Oak County,1036.0
Texas,Llano County,935.0
Texas,Loving County,673.0
Texas,Lubbock County,900.0
Texas,Lynn County,892.0
Texas,McCulloch County,1069.0
Texas,McLennan County,1042.0
Texas,McMullen County,1113.0
Texas,Madison County,470.0
Texas,Marion County,381.0
Texas,Martin County,915.0
Texas,Mason County,932.0
Texas,Matagorda County,1114.0
Texas,Maverick County,1280.0
Texas,Medina County,1328.0
Texas,Menard County,902.0
Texas,Midland County,900.0
Texas,Milam County,1017.0
Texas,Mills County,748.0
Texas,Mitchell County,910.0
Texas,Montague County,931.0
Texas,Montgomery County,1044.0
Texas,Moore County,900.0
Texas,Morris County,254.0
Texas,Motley County,989.0
Texas,Nacogdoches County,947.0
Texas,Navarro County,1071.0
Texas,Newton County,933.0
Texas,Nolan County,912.0
Texas,Nueces County,836.0
Texas,Ochiltree County,918.0
Texas,Oldham County,1501.0
Texas,Orange County,356.0
Texas,Palo Pinto County,953.0
Texas,Panola County,801.0
Texas,Parker County,904.0
Texas,Parmer County,882.0
Texas,Pecos County,4764.0
Texas,Polk County,1057.0
Texas,Potter County,909.0
Texas,Presidio County,3856.0
Texas,Rains County,232.0
Texas,Randall County,914.0
Texas,Reagan County,1175.0
Texas,Real County,700.0
Texas,Red River County,1050.0
Texas,Reeves County,2636.0
Texas,Refugio County,770.0
Texas,Roberts County,924.0
Texas,Robertson County,855.0
Texas,Rockwall County,149.0
Texas,Runnels County,1054.0
Texas,Rusk County,924.0
Texas,Sabine County,490.0
Texas,San Augustine County,528.0
Texas,San Jacinto County,571.0
Texas,San Patricio County,692.0
Texas,San Saba County,1134.0
Texas,Schleicher County,1311.0
Texas,Scurry County,903.0
Texas,Shackelford County,914.0
Texas,Shelby County,794.0
Texas,Sherman County,923.0
Texas,Smith County,928.0
Texas,Somervell County,187.0
Texas,Starr County,1223.0
Texas,Stephens County,895.0
Texas,Sterling County,923.0
Texas,Stonewall County,919.0
Texas,Sutton County,1454.0
Texas,Swisher County,900.0
Texas,Tarrant County,864.0
Texas,Taylor County,916.0
Texas,Terrell County,2358.0
Texas,Terry County,890.0
Texas,Throckmorton County,912.0
Texas,Titus County,411.0
Texas,Tom Green County,1522.0
Texas,Travis County,989.0
Texas,Trinity County,693.0
Texas,Tyler County,923.0
Texas,Upshur County,588.0
Texas,Upton County,1242.0
Texas,Uvalde County,1557.0
Texas,Val Verde County,3171.0
Texas,Van Zandt County,849.0
Texas,Victoria County,883.0
Texas,Walker County,788.0
Texas,Waller County,514.0
Texas,Ward County,836.0
Texas,Washington County,609.0
Texas,Webb County,3357.0
Texas,Wharton County,1090.0
Texas,Wheeler County,914.0
Texas,Wichita County,628.0
Texas,Wilbarger County,971.0
Texas,Willacy County,597.0
Texas,Williamson County,1124.0
Texas,Wilson County,807.0
Texas,Winkler County,841.0
Texas,Wise County,905.0
Texas,Wood County,650.0
Texas,Yoakum County,800.0
Texas,Young County,922.0
Texas,Zapata County,997.0
Texas,Zavala County,1299.0
Utah,Beaver County,2590.0
Utah,Box Elder County,5746.0
Utah,Cache County,1165.0
Utah,Carbon County,1478.0
Utah,Daggett County,697.0
Utah,Davis County,299.0
Utah,Duchesne County,3241.0
Utah,Emery County,4462.0
Utah,Garfield County,5175.0
Utah,Grand County,3672.0
Utah,Iron County,3297.0
Utah,Juab County,3392.0
Utah,Kane County,3990.0
Utah,Millard County,6572.0
Utah,Morgan County,609.0
Utah,Piute County,758.0
Utah,Rich County,1029.0
Utah,Salt Lake County,742.0
Utah,San Juan County,7820.0
Utah,Sanpete County,1590.0
Utah,Sevier County,1911.0
Utah,Summit County,1872.0
Utah,Tooele County,6941.0
Utah,Uintah County,4480.0
Utah,Utah County,2003.0
Utah,Wasatch County,1176.0
Utah,Washington County,2426.0
Utah,Wayne County,2461.0
Utah,Weber County,576.0
Vermont,Addison County,770.0
Vermont,Bennington County,676.0
Vermont,Caledonia County,651.0
Vermont,Chittenden County,539.0
Vermont,Essex County,665.0
Vermont,Franklin County,637.0
Vermont,Grand Isle County,83.0
Vermont,Lamoille County,461.0
Vermont,Orange County,689.0
Vermont,Orleans County,697.0
Vermont,Rutland County,932.0
Vermont,Washington County,690.0
Vermont,Windham County,789.0
Vermont,Windsor County,971.0
Virginia,Accomack County,455.0
Virginia,Albemarle County,723.0
Virginia,Alleghany County,446.0
Virginia,Amelia County,357.0
Virginia,Amherst County,475.0
Virginia,Appomattox County,334.0
Virginia,Arlington County,26.0
Virginia,Augusta County,971.0
Virginia,Bath County,532.0
Virginia,Bedford County,755.0
Virginia,Bland County,359.0
Virginia,Botetourt County,543.0
Virginia,Brunswick County,566.0
Virginia,Buchanan County,504.0
Virginia,Buckingham County,581.0
Virginia,Campbell County,504.0
Virginia,Caroline County,533.0
Virginia,Carroll County,476.0
Virginia,Charles City County,182.0
Virginia,Charlotte County,475.0
Virginia,Chesterfield County,426.0
Virginia,Clarke County,177.0
Virginia,Craig County,330.0
Virginia,Culpeper County,381.0
Virginia,Cumberland County,298.0
Virginia,Dickenson County,333.0
Virginia,Dinwiddie County,504.0
Virginia,Essex County,258.0
Virginia,Fairfax County,396.0
Virginia,Fauquier County,650.0
Virginia,Floyd County,382.0
Virginia,Fluvanna County,287.0
Virginia,Franklin County,692.0
Virginia,Frederick County,415.0
Virginia,Giles County,358.0
Virginia,Gloucester County,217.0
Virginia,Goochland County,284.0
Virginia,Grayson County,443.0
Virginia,Greene County,157.0
Virginia,Greensville County,296.0
Virginia,Halifax County,814.0
Virginia,Hanover County,473.0
Virginia,Henrico County,238.0
Virginia,Henry County,382.0
Virginia,Highland County,416.0
Virginia,Isle of Wight County,316.0
Virginia,James City County,143.0
Virginia,King and Queen County,316.0
Virginia,King George County,180.0
Virginia,King William County,275.0
Virginia,Lancaster County,133.0
Virginia,Lee County,437.0
Virginia,Loudoun County,520.0
Virginia,Louisa County,498.0
Virginia,Lunenburg County,432.0
Virginia,Madison County,322.0
Virginia,Mathews County,86.0
Virginia,Mecklenburg County,624.0
Virginia,Middlesex County,130.0
Virginia,Montgomery County,388.0
Virginia,Nelson County,472.0
Virginia,New Kent County,210.0
Virginia,Northampton County,207.0
Virginia,Northumberland County,192.0
Virginia,Nottoway County,315.0
Virginia,Orange County,342.0
Virginia,Page County,311.0
Virginia,Patrick County,483.0
Virginia,Pittsylvania County,978.0
Virginia,Powhatan County,261.0
Virginia,Prince Edward County,353.0
Virginia,Prince George County,266.0
Virginia,Prince William County,338.0
Virginia,Pulaski County,321.0
Virginia,Rappahannock County,267.0
Virginia,Richmond County,192.0
Virginia,Roanoke County,251.0
Virginia,Rockbridge County,600.0
Virginia,Rockingham County,851.0
Virginia,Russell County,475.0
Virginia,Scott County,537.0
Virginia,Shenandoah County,512.0
Virginia,Smyth County,452.0
Virginia,Southampton County,600.0
Virginia,Spotsylvania County,401.0
Virginia,Stafford County,270.0
Virginia,Surry County,279.0
Virginia,Sussex County,491.0
Virginia,Tazewell County,520.0
Virginia,Warren County,214.0
Virginia,Washington County,564.0
Virginia,Westmoreland County,229.0
Virginia,Wise County,403.0
Virginia,Wythe County,463.0
Virginia,York County,106.0
Washington,Adams County,1925.0
Washington,Asotin County,636.0
Washington,Benton County,1703.0
Washington,Chelan County,2922.0
Washington,Clallam County,1745.0
Washington,Clark County,628.0
Washington,Columbia County,869.0
Washington,Cowlitz County,1139.0
Washington,Douglas County,1821.0
Washington,Ferry County,2204.0
Washington,Franklin County,1242.0
Washington,Garfield County,710.0
Washington,Grant County,2681.0
Washington,Grays Harbor County,1917.0
Washington,Island County,209.0
Washington,Jefferson County,1809.0
Washington,King County,2126.0
Washington,Kitsap County,396.0
Washington,Kittitas County,2297.0
Washington,Klickitat County,1872.0
Washington,Lewis County,2408.0
Washington,Lincoln County,2311.0
Washington,Mason County,961.0
Washington,Okanogan County,5268.0
Washington,Pacific County,975.0
Washington,Pend Oreille County,1400.0
Washington,Pierce County,1676.0
Washington,San Juan County,175.0
Washington,Skagit County,1735.0
Washington,Skamania County,1656.0
Washington,Snohomish County,2090.0
Washington,Spokane County,1764.0
Washington,Stevens County,2478.0
Washington,Thurston County,727.0
Washington,Wahkiakum County,264.0
Washington,Walla Walla County,1270.0
Washington,Whatcom County,2120.0
Washington,Whitman County,2159.0
Washington,Yakima County,4296.0
West_Virginia,Barbour County,341.0
West_Virginia,Berkeley County,321.0
West_Virginia,Boone County,503.0
West_Virginia,Braxton County,514.0
West_Virginia,Brooke County,89.0
West_Virginia,Cabell County,282.0
West_Virginia,Calhoun County,281.0
West_Virginia,Clay County,342.0
West_Virginia,Doddridge County,320.0
West_Virginia,Fayette County,664.0
West_Virginia,Gilmer County,340.0
West_Virginia,Grant County,477.0
West_Virginia,Greenbrier County,1021.0
West_Virginia,Hampshire County,642.0
West_Virginia,Hancock County,83.0
West_Virginia,Hardy County,583.0
West_Virginia,Harrison County,416.0
West_Virginia,Jackson County,466.0
West_Virginia,Jefferson County,210.0
West_Virginia,Kanawha County,903.0
West_Virginia,Lewis County,389.0
West_Virginia,Lincoln County,438.0
West_Virginia,Logan County,454.0
West_Virginia,Marion County,310.0
West_Virginia,Marshall County,307.0
West_Virginia,Mason County,432.0
West_Virginia,McDowell County,535.0
West_Virginia,Mercer County,420.0
West_Virginia,Mineral County,328.0
West_Virginia,Mingo County,423.0
West_Virginia,Monongalia County,361.0
West_Virginia,Monroe County,473.0
West_Virginia,Morgan County,229.0
West_Virginia,Nicholas County,649.0
West_Virginia,Ohio County,106.0
West_Virginia,Pendleton County,698.0
West_Virginia,Pleasants County,131.0
West_Virginia,Pocahontas County,940.0
West_Virginia,Preston County,648.0
West_Virginia,Putnam County,346.0
West_Virginia,Raleigh County,607.0
West_Virginia,Randolph County,1040.0
West_Virginia,Ritchie County,454.0
West_Virginia,Roane County,484.0
West_Virginia,Summers County,361.0
West_Virginia,Taylor County,173.0
West_Virginia,Tucker County,419.0
West_Virginia,Tyler County,258.0
West_Virginia,Upshur County,355.0
West_Virginia,Wayne County,506.0
West_Virginia,Webster County,556.0
West_Virginia,Wetzel County,359.0
West_Virginia,Wirt County,233.0
West_Virginia,Wood County,367.0
West_Virginia,Wyoming County,501.0
Wisconsin,Adams County,645.65
Wisconsin,Ashland County,1045.04
Wisconsin,Barron County,862.71
Wisconsin,Bayfield County,1477.86
Wisconsin,Brown County,529.71
Wisconsin,Buffalo County,671.64
Wisconsin,Burnett County,821.85
Wisconsin,Calumet County,318.24
Wisconsin,Chippewa County,1008.37
Wisconsin,Clark County,1209.82
Wisconsin,Columbia County,765.53
Wisconsin,Crawford County,570.66
Wisconsin,Dane County,1197.24
Wisconsin,Dodge County,875.63
Wisconsin,Door County,481.98
Wisconsin,Douglas County,1304.14
Wisconsin,Dunn County,850.11
Wisconsin,Eau Claire County,637.98
Wisconsin,Florence County,488.2
Wisconsin,Fond du Lac County,719.55
Wisconsin,Forest County,1014.07
Wisconsin,Grant County,1146.85
Wisconsin,Green County,583.96
Wisconsin,Green Lake County,349.44
Wisconsin,Iowa County,762.58
Wisconsin,Iron County,758.17
Wisconsin,Jackson County,987.72
Wisconsin,Jefferson County,556.47
Wisconsin,Juneau County,766.93
Wisconsin,Kenosha County,271.99
Wisconsin,Kewaunee County,342.52
Wisconsin,La Crosse County,451.69
Wisconsin,Lafayette County,633.59
Wisconsin,Langlade County,870.64
Wisconsin,Lincoln County,878.97
Wisconsin,Manitowoc County,589.08
Wisconsin,Marathon County,1544.98
Wisconsin,Marinette County,1399.35
Wisconsin,Marquette County,455.6
Wisconsin,Menominee County,357.61
Wisconsin,Milwaukee County,241.4
Wisconsin,Monroe County,900.78
Wisconsin,Oconto County,997.99
Wisconsin,Oneida County,1112.97
Wisconsin,Outagamie County,637.52
Wisconsin,Ozaukee County,233.08
Wisconsin,Pepin County,231.98
Wisconsin,Pierce County,573.75
Wisconsin,Polk County,913.96
Wisconsin,Portage County,800.68
Wisconsin,Price County,1254.38
Wisconsin,Racine County,332.5
Wisconsin,Richland County,586.15
Wisconsin,Rock County,718.14
Wisconsin,Rusk County,913.59
Wisconsin,Sauk County,830.9
Wisconsin,Sawyer County,1257.31
Wisconsin,Shawano County,893.06
Wisconsin,Sheboygan County,511.27
Wisconsin,St. Croix County,722.33
Wisconsin,Taylor County,974.88
Wisconsin,Trempealeau County,732.97
Wisconsin,Vernon County,791.58
Wisconsin,Vilas County,856.6
Wisconsin,Walworth County,555.13
Wisconsin,Washburn County,797.11
Wisconsin,Washington County,430.7
Wisconsin,Waukesha County,549.57
Wisconsin,Waupaca County,747.71
Wisconsin,Waushara County,626.15
Wisconsin,Winnebago County,434.49
Wisconsin,Wood County,793.12
Wyoming,Albany County,4274.0
Wyoming,Big Horn County,3137.0
Wyoming,Campbell County,4797.0
Wyoming,Carbon County,7897.0
Wyoming,Converse County,4255.0
Wyoming,Crook County,2859.0
Wyoming,Fremont County,9183.0
Wyoming,Goshen County,2225.0
Wyoming,Hot Springs County,2004.0
Wyoming,Johnson County,4166.0
Wyoming,Laramie County,2686.0
Wyoming,Lincoln County,4069.0
Wyoming,Natrona County,5340.0
Wyoming,Niobrara County,2626.0
Wyoming,Park County,6943.0
Wyoming,Platte County,2085.0
Wyoming,Sheridan County,2523.0
Wyoming,Sublette County,4882.0
Wyoming,Sweetwater County,10426.0
Wyoming,Teton County,4008.0
Wyoming,Uinta County,2082.0
Wyoming,Washakie County,2240.0
Wyoming,Weston County,2398.0
