FIPS,Lat,Long_
15009.0,20.86399628,-156.56890969999995
16001.0,43.4526575,-116.24155159999998
16003.0,44.89333571,-116.4545247
16005.0,42.67002716,-112.2233311
16007.0,42.28269683,-111.32892379999998
16009.0,47.21754179,-116.6586851
16011.0,43.21672879999999,-112.3978437
16013.0,43.4085812,-113.9752658
16015.0,43.98829931,-115.7309284
16017.0,48.29996017,-116.6017932
16019.0,43.38713372,-111.6161537
16021.0,48.76684761,-116.4630179
16023.0,43.72592209,-113.1735463
16025.0,43.46665742,-114.8065892
16027.0,43.61970148,-116.7095499
16029.0,42.77149116,-111.5597683
16031.0,42.28347888,-113.6012409
16033.0,44.28496071,-112.3505704
16035.0,46.67459924,-115.6622393
16037.0,44.24186819,-114.2855494
16039.0,43.3507101,-115.4701578
16041.0,42.18332217,-111.8149666
16043.0,44.22800938,-111.4809943
16045.0,44.06482372,-116.398376
16047.0,42.96927962,-114.8108306
16049.0,45.84721541,-115.4634436
16051.0,43.82078483,-112.3131749
16053.0,42.68891267,-114.2655033
16055.0,47.67282258,-116.7020872
16057.0,46.81587887,-116.7113698
16059.0,44.9438088,-113.9309747
16061.0,46.23315327,-116.434146
16063.0,43.0012336,-114.1358773
16065.0,43.78141028,-111.65384740000002
16067.0,42.85518524,-113.6357257
16069.0,46.32638236,-116.7500975
16071.0,42.19494279999999,-112.5407838
16073.0,42.58016894,-116.1693871
16075.0,44.00545243,-116.7647695
16077.0,42.69254894,-112.83957420000002
16079.0,47.35364087,-115.8916749
16081.0,43.75303583,-111.2056773
16083.0,42.35440512,-114.6685381
16085.0,44.76728382,-115.5676773
16087.0,44.45275475,-116.7847688
17001.0,39.98815591,-91.18786813
17003.0,37.18049267,-89.32910838
17005.0,38.88829622,-89.43534887
17007.0,42.32359279,-88.82345779
17009.0,39.96209138,-90.75068024
17011.0,41.40385234,-89.5283051
17013.0,39.16840183,-90.66330078
17015.0,42.06823429,-89.93395545
17017.0,39.96991073,-90.24734436
17019.0,40.13919438,-88.20046615
17021.0,39.54581621,-89.27780482
17023.0,39.33425789,-87.78705622
17025.0,38.75388572,-88.48914513
17027.0,38.60704876,-89.42385254
17029.0,39.51949084,-88.22358557
17031.0,41.84144849,-87.81658794
17033.0,39.0032229,-87.75954624
17035.0,39.27432424,-88.2401158
17037.0,41.89373302,-88.76958483
17039.0,40.17514519,-88.90959682
17041.0,39.76768052,-88.21854195
17043.0,41.85116968,-88.08642662
17045.0,39.6809186,-87.74759563
17047.0,38.41353228,-88.05720863
17049.0,39.05935711,-88.58969584
17051.0,39.00072038,-89.02452658
17053.0,40.59706922,-88.22350769
17055.0,37.99189086,-88.92567818
17057.0,40.47289135,-90.20862357
17059.0,37.76430935,-88.22953869
17061.0,39.35907414,-90.388865
17063.0,41.28569601,-88.41905692
17065.0,38.08163641,-88.53883373
17067.0,40.40423981,-91.16313899
17069.0,37.51810645,-88.26873022
17071.0,40.81908672,-90.92491462
17073.0,41.3533994,-90.13296166
17075.0,40.74717633,-87.82466784
17077.0,37.78595185,-89.38232563
17079.0,39.01054275,-88.15437049
17081.0,38.29980057,-88.9240025
17083.0,39.08869046,-90.35393073
17085.0,42.36542373,-90.21094405
17087.0,37.45939802,-88.88165419
17089.0,41.93842729,-88.42861412
17091.0,41.13746989,-87.86205334
17093.0,41.59081014,-88.42869583
17095.0,40.93148779,-90.21330340000002
17097.0,42.3224907,-88.00367925
17099.0,41.34426129999999,-88.88633881
17101.0,38.71987914,-87.72884035
17103.0,41.74583951,-89.29977132
17105.0,40.89188292,-88.55784752
17107.0,40.12581572,-89.36638784
17109.0,40.45674722,-90.67775541
17111.0,42.32451172,-88.45248227
17113.0,40.48996987,-88.84621113
17115.0,39.86064913,-88.96342505
17117.0,39.26119767,-89.92424028
17119.0,38.83042506,-89.90422563
17121.0,38.64963204,-88.91899208
17123.0,41.0327901,-89.34510444
17125.0,40.23917274,-89.91824452
17127.0,37.22078441,-88.71036614
17129.0,40.02742725,-89.80246001
17131.0,41.20596782,-90.74290052
17133.0,38.27594376,-90.17761038
17135.0,39.23198845,-89.47809254
17137.0,39.71654544,-90.20255104
17139.0,39.64187451,-88.62099969
17141.0,42.04165196,-89.32184679
17143.0,40.78702156,-89.76078901
17145.0,38.08510853,-89.36856219
17147.0,40.01360584,-88.59319339
17149.0,39.62265059,-90.8877017
17151.0,37.41391284,-88.56152109
17153.0,37.22631423,-89.13085001
17155.0,41.2013541,-89.2869272
17157.0,38.05095369,-89.82512254
17159.0,38.71240969,-88.08475366
17161.0,41.46613806,-90.57042164
17163.0,38.46996033,-89.93063427
17165.0,37.75332999,-88.54119706
17167.0,39.75836914,-89.65872023
17169.0,40.1571798,-90.61114163
17171.0,39.6429169,-90.47814431
17173.0,39.39133527,-88.80611122
17175.0,41.09309773,-89.79745866
17177.0,42.35129217,-89.662598
17179.0,40.50716185,-89.51404662
17181.0,37.47119609,-89.25548938
17183.0,40.18417171,-87.73384359
17185.0,38.44272901,-87.84922065
17187.0,40.84925021,-90.6147432
17189.0,38.35309213,-89.40982703
17191.0,38.42955355,-88.42586459
17193.0,38.08706198,-88.17657461
17195.0,41.75509713,-89.91556058
17197.0,41.44619267,-87.97862712
17199.0,37.73033511,-88.92994027
17201.0,42.33641854,-89.16085327
17203.0,40.78579374,-89.20973757
18001.0,40.7457653,-84.93671406
18003.0,41.09194313,-85.06800636
18005.0,39.20744865,-85.89558181
18007.0,40.60626947,-87.31093999
18009.0,40.47388153,-85.32499702
18011.0,40.0509304,-86.46841646
18013.0,39.19605589,-86.22868909
18015.0,40.580783200000006,-86.56198812
18017.0,40.76135835,-86.34830753
18019.0,38.48015445,-85.70510334
18021.0,39.39561833,-87.11723506
18023.0,40.30319754,-86.47277257
18025.0,38.28814402,-86.44518825
18027.0,38.70186039,-87.07185406
18029.0,39.14647946,-84.97333539
18031.0,39.30712658,-85.50087166
18033.0,41.39804622,-84.99906934
18035.0,40.22787247,-85.39732772
18037.0,38.36597551,-86.87924170000002
18039.0,41.59761169,-85.85875695
18041.0,39.63684962,-85.17797541
18043.0,38.32117957,-85.90385377
18045.0,40.12361933,-87.24217689
18047.0,39.4142482,-85.06062647
18049.0,41.0469907,-86.26252745
18051.0,38.30393723,-87.58054938
18053.0,40.51587228,-85.65468702
18055.0,39.03630547,-86.96223202
18057.0,40.07306535,-86.05244729
18059.0,39.82304555,-85.77566351
18061.0,38.19467379,-86.10948271
18063.0,39.76719009,-86.51037283
18065.0,39.93029017,-85.39625719
18067.0,40.48527731,-86.11351892
18069.0,40.82907273,-85.48822092
18071.0,38.90915820000001,-86.03851889
18073.0,41.02078733,-87.11553319
18075.0,40.43781032,-85.00576229
18077.0,38.78576239,-85.43633383
18079.0,38.99588883,-85.62710784
18081.0,39.48994426,-86.10149107
18083.0,38.68861576,-87.4194665
18085.0,41.24521668,-85.86312322
18087.0,41.64232188,-85.42674232
18089.0,41.41874274,-87.38277575
18091.0,41.54366008,-86.74072188
18093.0,38.84112637,-86.48361629
18095.0,40.16143691,-85.71964711
18097.0,39.78163624,-86.13826325
18099.0,41.32467367,-86.26185087
18101.0,38.7099921,-86.80373186
18103.0,40.76940965,-86.04525048
18105.0,39.16130004,-86.52414358
18107.0,40.04034823,-86.89335024
18109.0,39.47899078,-86.44573375
18111.0,40.95610449,-87.39635768
18113.0,41.39672484,-85.41966713
18115.0,38.955305,-84.96515993
18117.0,38.54118920000001,-86.49523093
18119.0,39.31145587,-86.83900724
18121.0,39.77202286,-87.20375833
18123.0,38.07809328,-86.63741946
18125.0,38.40112197,-87.23574907
18127.0,41.45986947,-87.06848888
18129.0,38.02097333,-87.86480429
18131.0,41.04166107,-86.69890683
18133.0,39.66437981,-86.84517605
